ID,Original_ID,Country Name,Country ISO3,Income Level,Authority,Date,Level 1 policy measures,Level 2 policy measures,Level 3 policy measures,Details of the measure,Reference,Termination Date,Modification of Parent Measure,Parent Measure,was_modified
1855,2731,China,CHN,Upper middle income,Sup,2020-06-23,Financial markets/nbfi,Nbfi,Insurance,"Issued the ""Notice on Hubei Province Insurance Legal Institutions and Branches Exempted from Paying Insurance Insurance Funds for 2020,"" which exempts insurance institutions based in Hubei Province from paying protection fees in light of Covid-19.",http://www.cbirc.gov.cn/cn/view/pages/ItemDetail.html?docId=911621&itemId=915,,No,,False
1856,2732,United states,USA,High income,Cb,2020-06-23,Banking sector,Prudential,Prioritize or review critical supervisory actions,"Issued, in conjunction with the state bank and credit union regulators, examiner guidance to promote consistency and flexibility in the supervision and examination of financial institutions affected by the COVID-19 pandemic. No action on the part of supervised institutions is required.",https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200623a.htm,,No,,False
1857,2734,Colombia,COL,Upper middle income,Mof,2020-06-23,Financial markets/nbfi,Public debt management,Adjusting funding strategy,Placing in  Short-Term Treasury Securities (TES)  in the Colombian stock market.,https://www.minhacienda.gov.co/webcenter/portal/SaladePrensa/pages_DetalleNoticia?documentId=WCC_CLUSTER-135024,,No,,False
1858,2735,China,CHN,Upper middle income,Mof,2020-06-24,Financial markets/nbfi,Public debt management,Adjusting funding strategy,"Announced the first issuance of RMB 50 billion in Special Treasury Bonds (STB) to support the economy. The central government has mandated that all STB money go to cities and counties ��� rather than provincial governments. The STBs will be used for infrastructure, rent subsidies, loan discounts for key enterprises, loan discounts for new businesses, subsidies to help businesses stabilize employment, and basic living allowances for people in need, as well as other expenditures related to the coronavirus. This marks the first STB issuance since 2007.",http://gks.mof.gov.cn/ztztz/guozaiguanli/gzfxzjs/202006/t20200623_3537748.htm,,No,,False
1859,2736,Chile,CHL,High income,Cb,2020-06-24,Liquidity/funding,Liquidity (incl fx)/ela,,Reported that the New York Federal Reserve (Fed) accepted its enrollment in the overnight transaction service called Temporary Foreign and International Monetary Authorities (FIMA) REPO Facility.,https://www.bcentral.cl/en/content/-/details/lineas-de-financiamiento-internacional-con-bancos-centrales-1,,No,,False
1860,2737,Brazil,BRA,Upper middle income,Cb,2020-06-23,Liquidity/funding,Liquidity (incl fx)/ela,,"Decided to admit the balance of credit operations for financing working capital for companies with annual sales of up to BRL 50 million, contracted from June 29 to December 31, 2020, as a deduction from the compulsory reserve requirement on savings deposit resources, for a period of three years.",https://www.bcb.gov.br/detalhenoticia/17104/nota,2020-12-31,No,,False
1861,2738,Brazil,BRA,Upper middle income,Cb,2020-06-23,Liquidity/funding,Liquidity (incl fx)/ela,,Reduced the Risk Weighting Factor (FPR) from 50% to 35% for time deposits with special guarantee (DPGE) exposures when the depositor is an institution associated with the Credit Guarantee Fund (FGC). The DPGE is a time deposit guaranteed by the FGC and aims to ensure liquidity for smaller institutions in an environment with greater risk aversion.,https://www.bcb.gov.br/detalhenoticia/17105/nota,,No,,False
1862,2740,Argentina,ARG,Upper middle income,Cb,2020-06-23,Banking sector,Operational continuity,,"Extended until December 31, 2020, through Decree 544/2020, the suspension of the closure of bank accounts and the disqualification established in article 1 of Law No. 25,730.",https://www.bcra.gob.ar/Noticias/coronavirus-bcra-funcionamiento-sistema-financiero-junio.asp,2020-12-31,Extension,2023.0,True
1863,2741,Argentina,ARG,Upper middle income,Other,2020-06-20,Financial markets/nbfi,Market functioning,Regulatory measures,The CNV ordered a series of regulatory measures for the local capital market regarding the coordination of operations in regulated markets and the monitoring of operations carried out in foreign markets. The General Resolution No. 843/2020 was approved by the Board of Directors of the organization.,https://www.cnv.gov.ar/SitioWeb/Prensa/Post/1436/1436la-cnv-dispuso-una-serie-de-medidas-de-ordenamiento-del-mercado-de-capitales-local,,No,,False
1864,2744,Kyrgyz republic,KGZ,Lower middle income,Sup,2020-06-17,Financial markets/nbfi,Nbfi,Other nbfi,"Adopted a resolution in order to mitigate the requirements for the classification of loans of NBFIs. In particular, the resolution provides for weakening of requirements for classification of loans under watch and sub-standard categories with respect to classification of parallel loans to borrowers in one NBFIs and other weakenings.",https://www.nbkr.kg/contout.jsp?item=2145&lang=RUS&material=98702,,No,,False
1865,2746,India,IND,Lower middle income,Cb,2020-06-21,Banking sector,Prudential,Lower risks weights for credit with public guarantees,Reserve Bank of India assigned 0% risk weights to the Guaranteed Emergency Credit Line under the Emergency Credit Line Guarantee Scheme.,https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11916&Mode=0,,No,,False
1866,2749,Australia,AUS,High income,Other,2020-04-03,Payment systems,Promoting and ensuring availability of digital payment mechanisms,,���The payments industry will be temporarily increasing the contactless card PIN limit from $100 to $200 to help reduce the risk of COVID-19 transmission by reducing physical contact with the payment terminal. The new $200 limit will be progressively introduced across certain cards and at certain retailers starting in April 2020.��?,https://www.auspaynet.com.au/resources/ContactlessLimits,,No,,False
1867,2750,Armenia,ARM,Upper middle income,Cb,2020-05-11,Payment systems,Promoting and ensuring availability of digital payment mechanisms,,"���The Central Bank has issued statements, urging customers to use online financial services, payment and settlement apps and online banking services, which is also aimed at increasing the operational capacity of financial organizations.��?",https://www.cba.am/EN/pmessagesannouncements/11.05.20%20E.pdf,,No,,False
1868,2751,Indonesia,IDN,Lower middle income,Cb,2020-06-18,Liquidity/funding,Policy rate,,"Bank Indonesia (BI) cut the benchmark 7-day reverse repurchase rate by 25 basis points to 4.25%, the lowest since 2018.  BI also cut the deposit and lending facility rates by the same amount, taking them to 3.50% and 5%, respectively.",https://www.bangkokpost.com/business/1937100/indonesia-central-bank-makes-third-rate-cut-this-year,,No,,False
1869,2752,Thailand,THA,Upper middle income,Cb,2020-06-19,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments","Central Bank introduced additional debt relief measures, including interest rate cuts by 2-4 percentage points for credit cards and personal loans, to help debtors during the coronavirus outbreak. The maximum interest rate for credit cards will fall to 16% per year from 18%, while the rates for personal loans will be reduced to 24-25% from 28%, effective from Aug. 1.",https://www.reuters.com/article/us-health-coronavirus-thailand-cenbank/thai-central-bank-cuts-interest-rates-for-credit-cards-personal-loans-idUSKBN23Q2B8,,No,,False
1870,2754,"Egypt, arab rep.",EGY,Lower middle income,Cb,2020-06-16,Banking sector,Support borrowers,State guarantees on loans,"On June 16, 2020, the CBE issued a circular to make an amendment to the tourism initiative announced in March 2020 in light of the pandemic. CBE decided to issue a financial guarantee. This will be in the form of allocating EGP 3 billion of the total amount of its EGP 50 billion tourism initiative to facilitate: (i) the payment of the salaries and wages of the sector's employees for the months of May, June, and July 2020, and (ii) the payment of basic operating and maintenance expenses. 85 percent of the EGP 3 billion will be used for financing the payment of the salaries and wages of insured employees (at a maximum of EGP 15,000 per employee per month) while the remaining 15% of the funds will be used to finance basic operations and maintenance. Companies that can benefit from this new amendment include hotels, tourism projects, travel agencies, land tourism transportation companies, and restaurants and recreational activities providers in touristic areas. The interest rate for the financing under the new June 2020 amendment is set at 5% for a loan period of two years. There is also no set date for the expiration of this amendment, as it ends with the exhaustion of the allocated EGP 3 billion amount.",https://www.cbe.org.eg/en/BankingSupervision/Pages/Circulars.aspx,,Other,2954.0,True
1871,2755,"Egypt, arab rep.",EGY,Lower middle income,Cb,2020-06-21,Payment systems,Promoting and ensuring availability of digital payment mechanisms,,"The CBE has extended its decision to exempt EGP-dominated transfers between local banks from fees and commissions until September 15, 2020. The CBE first ordered banks to charge no fees and commissions in March 2020.",http://enterprise.press/wp-content/uploads/2020/06/CBE-EGP-transfers.pdf,2020-09-15,Extension,443.0,True
1872,2757,"Egypt, arab rep.",EGY,Lower middle income,Cb,2020-06-18,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments","On June 18, 2020, the CBE issued a circular to add newly founded medium-sized enterprises and small firms that are affiliated with big entities to its EGP 100 billion financing initiative to support the industrial, agricultural and construction sectors. The action was taken in order to help these firms recover amid the COVID-19 crisis by providing loans under the initiative at an 8 percent decreasing interest rate.",http://english.ahram.org.eg/NewsContent/3/12/372502/Business/Economy/Egypt%E2%80%99s-central-bank-includes-SMEs-in-EGP--bln-fin.aspx,,Other,2580.0,True
1873,2758,Kazakhstan,KAZ,Upper middle income,Sup,2020-06-15,Banking sector,Support borrowers,Other credit repayment moratorium,"A new procedure was approved for providing additional support measures to SMEs. From June 16 to Sep. 15, 2020, the provision of deferred loan payments for a period sufficient to restore financial condition to borrowers experiencing temporary financial difficulties.",https://finreg.kz/cont/%D0%98%D0%A1%20%D0%B4%D0%BE%D0%BF%20%D0%BF%D0%BE%D0%B4%D0%B4%20%D0%9C%D0%A1%D0%9F.pdf,2020-09-15,No,,False
1874,2759,Kazakhstan,KAZ,Upper middle income,Sup,2020-06-15,Banking sector,Support borrowers,Credit restructuring with public guarantee,"A new procedure was approved for providing additional support measures to SMEs. From June 16 to Sep. 15, 2020, an SME entity has the right to apply to a bank or microfinance organization with a request for additional support measures. The second is refinancing of loans under preferential terms within the framework of state programs to support business entities for borrowers servicing loans at market rates.",https://finreg.kz/cont/%D0%98%D0%A1%20%D0%B4%D0%BE%D0%BF%20%D0%BF%D0%BE%D0%B4%D0%B4%20%D0%9C%D0%A1%D0%9F.pdf,2020-09-15,No,,False
1875,2760,Argentina,ARG,Upper middle income,Cb,2020-06-23,Banking sector,Prudential,Suspension/limitation of banking fees,"Extended until December 31, 2020, tthe period in which entities cannot charge punitive interest on the unpaid amounts of credits granted.",https://www.bcra.gob.ar/Noticias/coronavirus-bcra-funcionamiento-sistema-financiero-junio.asp,2020-12-31,Extension,1993.0,True
1876,2761,United states,USA,High income,Sup,2020-03-25,Financial markets/nbfi,Nbfi,Other nbfi,SEC provides in-person board meeting relief for corporates as part of broader exemptive orders providing temporary relief.,https://www.sec.gov/news/press-release/2020-139#_ftnref1,,No,,False
1877,2762,Azerbaijan,AZE,Upper middle income,Gov,2020-06-04,Banking sector,Support borrowers,"State subsidies, direct loans and tax incentives to facilitate repayments",Rules for granting preferential loans at the expense of the Entrepreneurship Development Fund of the Republic of Azerbaijan.,https://president.az/articles/39024,,No,,False
